0,26.93540054
3.97222E-05,27.3955204
0.000674193,27.39557583
0.001920478,27.39562038
0.006201329,27.39556982
0.016188621,27.39533085
0.283253053,27.38889059
1.183734733,26.69290644
2.081326337,27.17522029
3,27.10147371
3.993368315,27.06875375
4.700800275,26.87930593
5.6,26.91436127
6.6,27.17656707
7.6,26.94654413
8.6,26.79880567
9.6,26.69449897
10.6,26.86069837
11.6,27.23844046
12.6,26.24686946
13.6,26.3860917
14.6,26.19680608
15.6,26.87277033
16.6,26.53496912
17.6,26.31319203
18.6,26.10717541
19.6,26.39120352
20.6,26.51321683
21.6,25.9465772
22.6,26.86625039
23.6,26.12393393
24.6,26.40958802
25.6,26.27375651
26.6,26.05660702
27.6,25.99065273
28.6,25.98764889
29.6,25.77072201
30.6,25.87590959
31.6,25.81087761
32.6,25.57075434
33.6,26.03525134
34.6,25.67793328
35.6,26.05990633
36.6,26.12897712
37.6,25.41127629
38.6,25.57893353
39.6,25.82417733
40.6,25.41414809
41.6,25.35799413
42.6,25.66036069
43.6,25.1850444
44.6,25.25078541
45.6,24.86639423
46.6,24.84424574
47.6,25.0057229
48.6,24.3474465
49.6,24.86883249
50.6,24.56550558
51.6,24.81826284
52.6,24.07011523
53.6,24.37845976
54.6,23.91948605
55.6,24.16585111
56.6,23.79709634
57.6,24.05429945
58.6,23.64024188
59.6,23.80520465
60.6,23.60323579
61.6,23.15368086
62.6,23.02723118
63.6,22.99205911
64.6,23.15719037
65.6,22.76035612
66.6,22.58714056
67.6,22.43815643
68.6,22.76280952
69.6,22.12524176
70.6,21.98852386
71.6,22.14722262
72.6,21.72534415
73.6,21.49469054
74.6,21.18848432
75.6,21.57998214
76.6,21.32032925
77.6,21.01909979
78.6,20.75436751
79.6,20.68434982
80.6,20.6790445
81.6,20.1087681
82.6,20.50359851
83.6,19.97289901
84.6,20.05556079
85.6,19.83351653
86.6,19.76604727
87.6,19.63568015
88.6,19.35872784
89.6,19.06437029
90.6,18.89558801
91.6,18.48050214
92.6,18.80400556
93.6,18.60266463
94.6,18.41176484
95.6,18.13141627
96.6,18.11357827
97.6,18.14284437
98.6,17.88835643
99.6,17.21451489
100.6,17.33062477
101.6,16.76604629
102.6,16.78609832
103.6,16.98758486
104.6,16.63823686
105.6,16.61693083
106.6,16.46157772
107.6,16.31318512
108.6,16.43947488
109.6,16.055758
110.6,16.09773561
111.6,16.02882382
112.6,15.58475843
113.6,15.47256147
114.6,15.30473648
115.6,15.341339
116.6,15.19439278
117.6,14.90089816
118.6,14.88544726
119.6,14.95214185
120.6,14.43584833
