3.97125E-05,27.3850908
5.83509E-05,27.38509298
9.45346E-05,27.38509713
0.000161179,27.38510443
0.000227824,27.38511132
0.000294468,27.38511782
0.000361113,27.38512394
0.000427758,27.38512969
0.00050983,27.38513631
0.000591903,27.38514244
0.000673975,27.3851481
0.000756047,27.38515332
0.000857467,27.3851592
0.000958886,27.38516449
0.001060305,27.38516922
0.001183157,27.38517427
0.001306009,27.38517863
0.00142886,27.38518235
0.001581663,27.38518617
0.001734466,27.38518917
0.001919925,27.38519183
0.002105384,27.38519354
0.002335869,27.38519451
0.002566355,27.38519436
0.002874208,27.38519272
0.003182062,27.3851897
0.003665106,27.38518283
0.004298723,27.38517089
0.00493234,27.38515667
0.005565957,27.38514098
0.006199574,27.38512433
0.006833191,27.38510706
0.007466807,27.38508939
0.008252471,27.38506713
0.009038135,27.38504464
0.009982578,27.38501742
0.010927021,27.38499009
0.012080235,27.38495665
0.013233448,27.38492318
0.014708864,27.38488033
0.01618428,27.38483747
0.018191283,27.38477916
0.020198285,27.38472086
0.023193537,27.38463386
0.026904432,27.38452608
0.032208808,27.38437203
0.039855907,27.38415
0.05335579,27.38375815
0.083132713,27.38289438
0.183132713,27.37999901
0.283132713,27.37711194
0.383132713,27.37423302
0.483132713,27.37136214
0.583132713,27.36849916
0.683132713,27.36564396
0.783132713,27.3627964
0.883132713,27.35995637
0.983132713,27.35712373
1,26.68289997
1.084336435,26.68057637
1.168672871,26.67825773
1.253009306,26.67594397
1.337345741,26.673635
1.421682176,26.67133077
1.506018612,26.6690312
1.590355047,26.66673621
1.674691482,26.66444573
1.759027918,26.66215968
1.843364353,26.659878
1.927700788,26.6576006
2,27.16146723
2.1,27.15872547
2.2,27.15598953
2.3,27.15325929
2.4,27.15053464
2.5,27.14781543
2.6,27.14510156
2.7,27.14239289
2.8,27.13968931
2.9,27.13699069
3,27.08814138
3.1,27.08545689
3.2,27.08277698
3.3,27.08010154
3.4,27.07743045
3.5,27.07476357
3.6,27.0721008
3.7,27.06944201
3.8,27.06678707
3.9,27.06413588
4,26.897655
4.1,26.89502692
4.2,26.89240221
4.3,26.88978073
4.4,26.88716237
4.5,26.88454701
4.6,26.88193453
4.7,26.87932481
4.8,26.87671775
4.9,26.87411321
5,26.94102844
5.1,26.93842188
5.2,26.9358175
5.3,26.93321518
5.4,26.93061481
5.5,26.92801626
5.6,26.92541943
5.7,26.9228242
5.8,26.92023045
5.9,26.91763806
6,27.21862391
6.1,27.21600469
6.2,27.2133865
6.3,27.21076922
6.4,27.20815274
6.5,27.20553694
6.6,27.2029217
6.7,27.20030691
6.8,27.19769246
6.9,27.19507822
7,27.0058562
7.1,27.00325999
7.2,27.00066366
7.3,26.9980671
7.4,26.99547018
7.5,26.99287279
7.6,26.99027483
7.7,26.98767618
7.8,26.98507673
7.9,26.98247636
8,26.87740183
8.1,26.87480918
8.2,26.87221529
8.3,26.86962004
8.4,26.86702332
8.5,26.86442503
8.6,26.86182505
8.7,26.85922328
8.8,26.8566196
8.9,26.8540139
9,26.79362041
9.1,26.79101597
9.2,26.78840919
9.3,26.78579997
9.4,26.7831882
9.5,26.78057376
9.6,26.77795656
9.7,26.77533648
9.8,26.77271342
9.9,26.77008726
10,26.98196176
10.1,26.97930801
10.2,26.97665082
10.3,26.97399009
10.4,26.97132572
10.5,26.96865758
10.6,26.96598558
10.7,26.96330962
10.8,26.96062958
10.9,26.95794537
11,27.38310541
11.1,27.38036978
11.2,27.37762959
11.3,27.37488473
11.4,27.37213509
11.5,27.36938057
11.6,27.36662106
11.7,27.36385647
11.8,27.36108668
11.9,27.35831158
12,26.40639981
12.1,26.40371046
12.2,26.40101571
12.3,26.39831543
12.4,26.39560954
12.5,26.39289793
12.6,26.39018051
12.7,26.38745717
12.8,26.38472782
12.9,26.38199236
13,26.56515203
13.1,26.56238469
13.2,26.5596109
13.3,26.55683056
13.4,26.55404358
13.5,26.55124985
13.6,26.54844929
13.7,26.54564179
13.8,26.54282725
13.9,26.54000559
14,26.39106736
14.1,26.38824676
14.2,26.38541879
14.3,26.38258334
14.4,26.37974033
14.5,26.37688965
14.6,26.37403123
14.7,26.37116495
14.8,26.36829073
14.9,26.36540847
15,27.08646496
15.1,27.08348675
15.2,27.0805
15.3,27.07750461
15.4,27.07450049
15.5,27.07148755
15.6,27.06846568
15.7,27.0654348
15.8,27.06239481
15.9,27.05934562
16,26.75713125
16.1,26.75409729
16.2,26.75105397
16.3,26.74800118
16.4,26.74493883
16.5,26.74186683
16.6,26.7387851
16.7,26.73569353
16.8,26.73259206
16.9,26.72948057
17,26.54134419
17.1,26.5382341
17.2,26.53511381
